order_id,store_id,customer_id,order_ts,payment_type,discount_pct
O4200001034,4,77,2025-08-19T10:33:00,card,0.0
O4200001035,3,647,2025-08-19T10:45:00,mobile,0.0
O4200001036,2,18,2025-08-19T10:48:00,card,0.01
O4200001037,2,830,2025-08-19T10:55:00,card,0.0
O4200001038,4,714,2025-08-19T10:55:00,card,0.0
O4200001039,2,301,2025-08-19T11:01:00,card,0.04
O4200001040,3,367,2025-08-19T11:06:00,card,0.03
O4200001042,2,1143,2025-08-19T11:19:00,card,0.03
O4200001043,2,234,2025-08-19T11:33:00,card,0.03
O4200001044,9,1398,2025-08-19T11:35:00,card,0.0
O4200001045,9,322,2025-08-19T11:44:00,card,0.0
O4200001046,3,1843,2025-08-19T11:44:00,card,0.07
O4200001047,5,991,2025-08-19T11:46:00,mobile,0.02
O4200001048,7,1533,2025-08-19T11:49:00,card,0.0
O4200001049,4,993,2025-08-19T11:56:00,card,0.07
O4200001050,10,773,2025-08-19T11:58:00,cash,0.04
O4200001051,1,493,2025-08-19T12:02:00,card,0.07
O4200001052,5,1906,2025-08-19T12:12:00,card,0.0
O4200001053,9,1090,2025-08-19T12:15:00,card,0.0
O4200001054,9,1510,2025-08-19T12:22:00,card,0.07
O4200001055,9,895,2025-08-19T12:22:00,card,0.04
O4200001056,3,400,2025-08-19T12:23:00,card,0.0
O4200001057,2,112,2025-08-19T12:32:00,card,0.04
O4200001058,5,1566,2025-08-19T12:37:00,card,0.0
O4200001059,9,150,2025-08-19T12:59:00,card,0.0
O4200001060,7,711,2025-08-19T13:00:00,cash,0.05
O4200001061,4,1317,2025-08-19T13:01:00,mobile,0.06
O4200001062,5,284,2025-08-19T13:02:00,card,0.08
O4200001063,4,1451,2025-08-19T13:07:00,card,0.04
O4200001064,9,880,2025-08-19T13:08:00,card,0.07
O4200001065,9,1572,2025-08-19T13:10:00,card,0.0
O4200001066,3,643,2025-08-19T13:14:00,card,0.03
O4200001067,3,1199,2025-08-19T13:19:00,card,0.07
O4200001068,6,720,2025-08-19T13:30:00,card,0.09
O4200001069,3,488,2025-08-19T13:30:00,card,0.06
O4200001070,10,1582,2025-08-19T13:54:00,card,0.0
O4200001071,5,333,2025-08-19T13:55:00,card,0.0
O4200001072,9,1179,2025-08-19T13:56:00,card,0.0
O4200001073,4,1896,2025-08-19T13:59:00,cash,0.0
O4200001074,4,441,2025-08-19T14:04:00,card,0.0
O4200001075,4,1942,2025-08-19T14:07:00,card,0.05
O4200001076,10,1475,2025-08-19T14:19:00,card,0.06
O4200001077,10,12,2025-08-19T14:21:00,card,0.0
O4200001078,6,1926,2025-08-19T14:21:00,card,0.0
O4200001079,4,242,2025-08-19T14:28:00,card,0.0
O4200001080,2,1273,2025-08-19T14:29:00,cash,0.14
O4200001081,2,655,2025-08-19T14:32:00,card,0.0
O4200001082,8,489,2025-08-19T14:33:00,card,0.0
O4200001083,3,1063,2025-08-19T14:33:00,card,0.02
O4200001084,10,1453,2025-08-19T14:35:00,cash,0.0
O4200001085,6,1767,2025-08-19T14:37:00,card,0.07
O4200001086,5,16,2025-08-19T14:52:00,mobile,0.0
O4200001087,8,1942,2025-08-19T15:03:00,card,0.0
O4200001088,2,1235,2025-08-19T15:04:00,card,0.04
O4200001089,7,1763,2025-08-19T15:13:00,card,0.04
O4200001090,3,455,2025-08-19T15:18:00,card,0.06
O4200001091,3,616,2025-08-19T15:32:00,card,0.0
O4200001092,3,929,2025-08-19T15:37:00,cash,0.01
O4200001093,3,1929,2025-08-19T15:52:00,card,0.08
O4200001094,7,845,2025-08-19T15:53:00,mobile,0.0
O4200001095,1,192,2025-08-19T15:58:00,card,0.08
O4200001096,1,1820,2025-08-19T15:59:00,card,0.03
O4200001097,9,275,2025-08-19T16:01:00,cash,0.1
O4200001098,5,641,2025-08-19T16:04:00,card,0.07
O4200001099,6,531,2025-08-19T16:10:00,card,0.0
O4200001101,3,1504,2025-08-19T16:18:00,card,0.02
O4200001102,2,281,2025-08-19T16:21:00,card,0.01
O4200001103,7,508,2025-08-19T16:21:00,mobile,0.09
O4200001104,9,886,2025-08-19T16:31:00,card,0.0
O4200001105,1,495,2025-08-19T16:40:00,card,0.0
O4200001106,2,1878,2025-08-19T16:42:00,card,0.0
O4200001107,8,336,2025-08-19T16:47:00,card,0.03
O4200001108,4,927,2025-08-19T16:47:00,card,0.07
O4200001109,1,475,2025-08-19T16:47:00,cash,0.0
O4200001110,4,1640,2025-08-19T16:52:00,mobile,0.0
O4200001111,5,1559,2025-08-19T16:53:00,card,0.09
O4200001112,7,1981,2025-08-19T17:00:00,card,0.01
O4200001113,8,1614,2025-08-19T17:04:00,card,0.06
O4200001114,3,842,2025-08-19T17:09:00,card,0.05
O4200001115,7,1827,2025-08-19T17:09:00,mobile,0.0
O4200001116,2,66,2025-08-19T17:10:00,card,0.07
O4200001118,10,673,2025-08-19T17:15:00,card,0.0
O4200001119,7,343,2025-08-19T17:15:00,card,0.07
O4200001120,10,723,2025-08-19T17:17:00,card,0.05
O4200001121,2,389,2025-08-19T17:24:00,card,0.0
O4200001122,1,1905,2025-08-19T17:34:00,card,0.0
O4200001123,5,1108,2025-08-19T17:35:00,mobile,0.0
O4200001124,7,671,2025-08-19T17:37:00,cash,0.0
O4200001125,2,1108,2025-08-19T17:40:00,card,0.0
O4200001126,6,802,2025-08-19T17:47:00,card,0.0
O4200001128,1,1194,2025-08-19T17:49:00,card,0.01
O4200001129,8,1823,2025-08-19T17:51:00,card,0.02
O4200001130,8,1269,2025-08-19T17:54:00,card,0.04
O4200001131,8,602,2025-08-19T17:56:00,mobile,0.06
O4200001132,4,1234,2025-08-19T18:00:00,card,0.0
O4200001133,7,353,2025-08-19T18:00:00,cash,0.01
O4200001134,10,153,2025-08-19T18:06:00,mobile,0.0
O4200001135,5,1800,2025-08-19T18:06:00,card,0.0
O4200001136,4,76,2025-08-19T18:09:00,card,0.07
O4200001137,10,565,2025-08-19T18:12:00,mobile,0.0
O4200001138,10,147,2025-08-19T18:14:00,mobile,0.05
O4200001139,4,885,2025-08-19T18:20:00,card,0.05
O4200001140,1,1996,2025-08-19T18:26:00,card,0.0
O4200001141,6,1555,2025-08-19T18:31:00,mobile,0.0
O4200001142,3,344,2025-08-19T18:34:00,card,0.0
O4200001143,7,859,2025-08-19T18:35:00,mobile,0.0
O4200001144,5,417,2025-08-19T18:35:00,card,0.03
O4200001145,2,1581,2025-08-19T18:38:00,mobile,0.04
O4200001146,9,272,2025-08-19T18:39:00,card,0.0
O4200001147,9,79,2025-08-19T18:40:00,cash,0.06
O4200001148,5,1640,2025-08-19T18:45:00,cash,0.07
O4200001149,2,1433,2025-08-19T18:45:00,card,0.0
O4200001150,6,844,2025-08-19T18:46:00,card,0.09
O4200001151,8,1252,2025-08-19T19:02:00,card,0.0
O4200001152,3,597,2025-08-19T19:32:00,card,0.04
O4200001153,10,1803,2025-08-19T19:32:00,card,0.0
O4200001154,7,749,2025-08-19T19:33:00,card,0.0
O4200001155,5,1196,2025-08-19T19:39:00,card,0.0
O4200001156,9,63,2025-08-19T19:40:00,card,0.07
O4200001157,4,1199,2025-08-19T19:44:00,card,0.0
O4200001158,8,1077,2025-08-19T19:45:00,card,0.0
O4200001159,10,484,2025-08-19T19:46:00,card,0.11
O4200001160,5,827,2025-08-19T19:47:00,card,0.0
O4200001161,6,762,2025-08-19T19:56:00,card,0.0
O4200001162,8,1190,2025-08-19T20:01:00,card,0.0
O4200001163,8,812,2025-08-19T20:16:00,card,0.0
O4200001164,2,671,2025-08-19T20:17:00,card,0.02
O4200001165,10,1037,2025-08-19T20:17:00,card,0.08
O4200001166,4,931,2025-08-19T20:18:00,card,0.0
O4200001167,1,1870,2025-08-19T20:18:00,card,0.0
O4200001168,7,1673,2025-08-19T20:20:00,card,0.0
O4200001169,5,72,2025-08-19T20:24:00,card,0.0
O4200001170,2,1497,2025-08-19T20:27:00,card,0.07
O4200001171,1,1527,2025-08-19T20:27:00,card,0.06
O4200001172,8,248,2025-08-19T20:36:00,card,0.07
O4200001173,2,641,2025-08-19T20:43:00,cash,0.08
O4200001174,8,1394,2025-08-19T20:43:00,card,0.0
O4200001175,1,1757,2025-08-19T20:56:00,card,0.0
O4200001176,3,825,2025-08-19T20:56:00,card,0.05
O4200001177,3,1987,2025-08-19T21:02:00,card,0.0
O4200001178,5,1442,2025-08-19T21:04:00,card,0.0
O4200001179,3,1177,2025-08-19T21:04:00,card,0.03
O4200001180,10,789,2025-08-19T21:04:00,card,0.0
O4200001181,5,859,2025-08-19T21:06:00,card,0.0
O4200001182,4,1194,2025-08-19T21:07:00,card,0.0
O4200001183,1,147,2025-08-19T21:13:00,mobile,0.07
O4200001184,9,433,2025-08-19T21:21:00,cash,0.0
O4200001185,1,43,2025-08-19T21:21:00,mobile,0.0
O4200001186,8,1374,2025-08-19T21:23:00,mobile,0.04
O4200001187,8,1109,2025-08-19T21:25:00,cash,0.02
O4200001188,9,1510,2025-08-19T21:27:00,cash,0.06
O4200001189,8,777,2025-08-19T21:30:00,mobile,0.09
O4200001191,9,1054,2025-08-19T21:35:00,mobile,0.0
O4200001192,1,745,2025-08-19T21:35:00,mobile,0.0
O4200001193,4,178,2025-08-19T21:45:00,card,0.05
O4200001194,9,602,2025-08-19T21:57:00,card,0.04
O4200001195,10,567,2025-08-19T21:59:00,cash,0.05
O4200001196,2,1985,2025-08-19T22:02:00,cash,0.0
O4200001197,10,1512,2025-08-19T22:05:00,card,0.0
O4200001198,7,1291,2025-08-19T22:08:00,mobile,0.0
O4200001199,4,1344,2025-08-19T22:08:00,cash,0.0
O4200001200,2,1670,2025-08-19T22:16:00,card,0.0
O4200001201,8,442,2025-08-19T22:22:00,card,0.0
O4200001202,8,474,2025-08-19T22:26:00,card,0.04
O4200001203,8,696,2025-08-19T22:41:00,card,0.0
O4200001204,4,1337,2025-08-19T22:43:00,card,0.0
O4200001205,1,46,2025-08-19T22:43:00,card,0.08
O4200001206,5,715,2025-08-19T22:45:00,card,0.02
O4200001207,10,1729,2025-08-19T22:47:00,mobile,0.0
O4200001208,1,1949,2025-08-19T22:48:00,mobile,0.01
O4200001209,1,974,2025-08-19T22:48:00,card,0.05
O4200001210,1,940,2025-08-19T22:48:00,card,0.06
O4200001211,7,1697,2025-08-19T22:48:00,card,0.0
O4200001212,2,1417,2025-08-19T22:51:00,cash,0.0
O4200001213,7,214,2025-08-19T23:02:00,cash,0.0
O4200001214,5,1270,2025-08-19T23:05:00,card,0.02
O4200001215,7,89,2025-08-19T23:07:00,card,0.04
O4200001216,9,1253,2025-08-19T23:09:00,card,0.0
O4200001217,10,802,2025-08-19T23:09:00,card,0.08
O4200001218,8,1241,2025-08-19T23:27:00,mobile,0.06
O4200001219,5,495,2025-08-19T23:28:00,cash,0.03
O4200001220,5,835,2025-08-19T23:28:00,card,0.0
O4200001221,3,1509,2025-08-19T23:35:00,card,0.08
O4200001222,1,83,2025-08-19T23:36:00,cash,0.0
O4200001223,10,1255,2025-08-19T23:37:00,mobile,0.01
O4200001224,5,457,2025-08-19T23:38:00,card,0.0
O4200001225,7,1957,2025-08-19T23:39:00,card,0.0
O4200001226,10,734,2025-08-19T23:40:00,cash,0.0
O4200001227,1,489,2025-08-19T23:42:00,mobile,0.03
O4200001228,10,1034,2025-08-19T23:44:00,card,0.0
O4200001229,9,360,2025-08-19T23:47:00,mobile,0.03
O4200001230,8,1830,2025-08-19T23:49:00,card,0.06
O4200001231,6,159,2025-08-19T23:51:00,card,0.11
O4200001232,7,1717,2025-08-19T23:51:00,mobile,0.07
O4200001233,7,1867,2025-08-19T23:52:00,card,0.0
O4200001234,7,59,2025-08-19T23:55:00,card,0.09
O4200001235,2,1203,2025-08-19T23:56:00,card,0.0
O4200001237,10,561,2025-08-20T00:01:00,mobile,0.01
O4200001238,1,1341,2025-08-20T00:07:00,card,0.0
O4200001239,4,702,2025-08-20T00:08:00,mobile,0.0
O4200001240,5,1062,2025-08-20T00:08:00,card,0.03
O4200001241,7,1155,2025-08-20T00:09:00,card,0.11
O4200001242,6,1476,2025-08-20T00:12:00,card,0.0
O4200001243,4,1537,2025-08-20T00:12:00,mobile,0.03
O4200001244,1,987,2025-08-20T00:13:00,card,0.04
O4200001245,4,1429,2025-08-20T00:13:00,card,0.1
O4200001246,10,1580,2025-08-20T00:17:00,mobile,0.06
O4200001247,3,926,2025-08-20T00:19:00,cash,0.06
O4200001249,8,1272,2025-08-20T00:34:00,card,0.08
O4200001250,3,357,2025-08-20T00:38:00,card,0.0
O4200001251,4,1674,2025-08-20T00:38:00,card,0.0
O4200001253,8,1093,2025-08-20T01:10:00,card,0.07
O4200001254,10,1313,2025-08-20T01:15:00,card,0.04
O4200001255,4,785,2025-08-20T01:17:00,card,0.03
O4200001256,1,169,2025-08-20T01:23:00,card,0.0
O4200001257,9,1049,2025-08-20T01:33:00,card,0.05
O4200001258,5,737,2025-08-20T01:35:00,card,0.0
O4200001259,5,293,2025-08-20T01:36:00,card,0.04
O4200001260,6,608,2025-08-20T01:39:00,cash,0.0
O4200001261,7,1739,2025-08-20T01:41:00,card,0.02
O4200001262,6,60,2025-08-20T01:52:00,card,0.0
O4200001263,4,1160,2025-08-20T01:54:00,card,0.0
O4200001264,9,57,2025-08-20T02:10:00,card,0.06
O4200001265,9,912,2025-08-20T02:16:00,card,0.0
O4200001266,5,778,2025-08-20T02:24:00,card,0.0
O4200001267,6,1485,2025-08-20T02:41:00,card,0.0
O4200001268,8,1205,2025-08-20T02:48:00,card,0.0
O4200001269,6,829,2025-08-20T02:49:00,cash,0.0
O4200001270,5,1667,2025-08-20T02:54:00,mobile,0.06
O4200001271,3,674,2025-08-20T02:56:00,card,0.07
O4200001272,4,783,2025-08-20T02:58:00,cash,0.09
O4200001273,7,167,2025-08-20T02:59:00,card,0.05
O4200001274,8,1874,2025-08-20T03:04:00,card,0.0
O4200001275,6,216,2025-08-20T03:07:00,card,0.05
O4200001276,8,57,2025-08-20T03:11:00,card,0.0
O4200001277,5,1181,2025-08-20T03:34:00,card,0.05
O4200001278,8,485,2025-08-20T03:38:00,card,0.0
O4200001279,5,437,2025-08-20T03:41:00,card,0.0
O4200001280,9,1770,2025-08-20T03:47:00,card,0.04
O4200001281,4,1214,2025-08-20T03:47:00,cash,0.12
O4200001282,3,1673,2025-08-20T03:53:00,card,0.03
O4200001283,5,1800,2025-08-20T03:58:00,card,0.07
O4200001284,1,990,2025-08-20T04:15:00,card,0.0
O4200001285,1,1512,2025-08-20T04:16:00,cash,0.0
O4200001286,9,498,2025-08-20T04:17:00,card,0.05
O4200001287,2,65,2025-08-20T04:23:00,mobile,0.0
O4200001288,6,701,2025-08-20T04:33:00,card,0.0
O4200001289,10,886,2025-08-20T04:35:00,card,0.0
O4200001290,3,735,2025-08-20T04:37:00,card,0.11
O4200001291,2,135,2025-08-20T04:46:00,card,0.0
O4200001292,2,1991,2025-08-20T04:51:00,card,0.0
O4200001293,1,237,2025-08-20T04:52:00,card,0.0
O4200001294,4,1627,2025-08-20T04:53:00,mobile,0.06
O4200001295,1,1941,2025-08-20T05:03:00,card,0.0
O4200001296,10,1939,2025-08-20T05:05:00,card,0.0
O4200001297,5,465,2025-08-20T05:13:00,card,0.0
O4200001298,10,272,2025-08-20T05:20:00,mobile,0.0
O4200001299,4,301,2025-08-20T05:24:00,card,0.0
O4200001300,6,174,2025-08-20T06:01:00,cash,0.0
O4200001301,2,642,2025-08-20T06:07:00,mobile,0.0
O4200001302,9,705,2025-08-20T06:07:00,card,0.04
O4200001303,2,1912,2025-08-20T06:08:00,card,0.0
O4200001304,3,1226,2025-08-20T06:10:00,mobile,0.05
O4200001305,10,752,2025-08-20T06:10:00,cash,0.07
O4200001306,5,231,2025-08-20T06:18:00,card,0.0
O4200001307,10,1357,2025-08-20T06:18:00,card,0.0
O4200001308,1,328,2025-08-20T06:23:00,card,0.0
O4200001309,8,1777,2025-08-20T06:23:00,card,0.0
O4200001310,1,501,2025-08-20T06:26:00,card,0.04
O4200001311,1,725,2025-08-20T06:27:00,card,0.0
O4200001312,1,379,2025-08-20T06:39:00,mobile,0.06
O4200001313,4,776,2025-08-20T06:54:00,card,0.0
O4200001314,9,1902,2025-08-20T06:57:00,card,0.0
O4200001315,9,573,2025-08-20T07:12:00,card,0.0
O4200001316,5,1275,2025-08-20T07:12:00,card,0.05
O4200001317,8,871,2025-08-20T07:22:00,card,0.03
O4200001319,8,1231,2025-08-20T07:56:00,card,0.07
O4200001320,1,1658,2025-08-20T08:09:00,card,0.0
O4200001321,7,1534,2025-08-20T08:12:00,mobile,0.0
O4200001322,4,1855,2025-08-20T08:20:00,card,0.0
O4200001323,2,1558,2025-08-20T08:20:00,card,0.0
O4200001324,1,126,2025-08-20T08:27:00,mobile,0.04
O4200001325,3,1606,2025-08-20T08:29:00,card,0.02
O4200001326,9,1875,2025-08-20T08:31:00,cash,0.0
O4200001328,2,1715,2025-08-20T08:34:00,mobile,0.01
O4200001329,8,73,2025-08-20T09:00:00,card,0.08
O4200001330,3,200,2025-08-20T09:13:00,card,0.03
O4200001331,1,150,2025-08-20T09:15:00,card,0.0
O4200001332,2,1364,2025-08-20T09:38:00,card,0.0
O4200001333,7,225,2025-08-20T09:38:00,mobile,0.0
O4200001334,5,418,2025-08-20T09:42:00,cash,0.05
O4200001335,6,413,2025-08-20T09:51:00,cash,0.0
O4200001336,6,1813,2025-08-20T09:54:00,card,0.0
O4200001337,3,217,2025-08-20T10:02:00,card,0.02
O4200001338,7,1428,2025-08-20T10:07:00,card,0.0
O4200001339,6,1226,2025-08-20T10:13:00,mobile,0.07
O4200001340,1,693,2025-08-20T10:29:00,mobile,0.06
O4200001341,7,1295,2025-08-20T10:33:00,card,0.08
O4200001342,10,1676,2025-08-20T10:50:00,card,0.0
O4200001343,5,246,2025-08-20T10:50:00,cash,0.11
O4200001344,3,319,2025-08-20T10:54:00,card,0.0
O4200001345,4,1719,2025-08-20T10:54:00,card,0.08
O4200001346,7,1445,2025-08-20T11:08:00,card,0.01
O4200001347,4,411,2025-08-20T11:16:00,card,0.0
O4200001348,5,1755,2025-08-20T11:26:00,card,0.0
O4200001350,10,694,2025-08-20T11:37:00,card,0.05
O4200001351,1,912,2025-08-20T11:40:00,card,0.0
O4200001352,2,1095,2025-08-20T11:49:00,card,0.0
O4200001353,7,1971,2025-08-20T12:00:00,card,0.1
O4200001354,2,486,2025-08-20T12:04:00,card,0.0
O4200001355,1,133,2025-08-20T12:31:00,card,0.01
O4200001356,3,991,2025-08-20T12:35:00,card,0.0
O4200001357,4,443,2025-08-20T12:37:00,card,0.05
O4200001358,1,1467,2025-08-20T12:39:00,card,0.03
O4200001359,6,1754,2025-08-20T12:49:00,card,0.03
O4200001360,8,1408,2025-08-20T12:49:00,card,0.08
O4200001361,1,1187,2025-08-20T12:49:00,card,0.0
O4200001362,5,304,2025-08-20T12:59:00,mobile,0.02
O4200001363,7,1133,2025-08-20T13:11:00,card,0.0
O4200001364,9,636,2025-08-20T13:12:00,card,0.07
O4200001365,2,550,2025-08-20T13:30:00,cash,0.0
O4200001366,1,278,2025-08-20T13:30:00,card,0.09
O4200001367,2,1032,2025-08-20T13:30:00,mobile,0.03
O4200001368,8,397,2025-08-20T13:43:00,mobile,0.03
O4200001369,4,1206,2025-08-20T13:49:00,card,0.0
O4200001370,4,1100,2025-08-20T14:00:00,card,0.06
O4200001371,1,1925,2025-08-20T14:06:00,card,0.0
O4200001372,9,946,2025-08-20T14:11:00,cash,0.11
O4200001373,9,728,2025-08-20T14:16:00,cash,0.0
O4200001374,5,116,2025-08-20T14:20:00,card,0.08
O4200001375,6,1335,2025-08-20T14:26:00,card,0.0
O4200001376,7,16,2025-08-20T14:28:00,mobile,0.07
O4200001377,10,571,2025-08-20T14:33:00,mobile,0.06
O4200001378,1,656,2025-08-20T14:46:00,card,0.06
O4200001379,9,661,2025-08-20T14:49:00,card,0.04
O4200001380,9,545,2025-08-20T14:50:00,mobile,0.06
O4200001381,2,1190,2025-08-20T15:04:00,card,0.0
O4200001382,1,1833,2025-08-20T15:07:00,card,0.04
O4200001383,7,1088,2025-08-20T15:12:00,card,0.0
O4200001384,4,1498,2025-08-20T15:14:00,card,0.0
O4200001385,2,774,2025-08-20T15:14:00,card,0.0
O4200001386,5,36,2025-08-20T15:17:00,card,0.0
O4200001387,2,628,2025-08-20T15:24:00,cash,0.02
O4200001388,1,117,2025-08-20T15:28:00,card,0.03
O4200001389,8,1754,2025-08-20T15:34:00,card,0.02
O4200001390,5,367,2025-08-20T15:38:00,card,0.06
O4200001392,5,1412,2025-08-20T15:50:00,mobile,0.09
O4200001393,6,779,2025-08-20T16:02:00,card,0.06
O4200001394,7,690,2025-08-20T16:03:00,card,0.0
O4200001396,3,1878,2025-08-20T16:14:00,card,0.06
O4200001397,10,1464,2025-08-20T16:15:00,card,0.0
O4200001398,3,967,2025-08-20T16:21:00,cash,0.1
O4200001399,3,1322,2025-08-20T16:23:00,mobile,0.0
O4200001400,10,947,2025-08-20T16:53:00,card,0.05
O4200001401,10,1527,2025-08-20T16:59:00,card,0.05
O4200001402,7,604,2025-08-20T16:59:00,card,0.0
O4200001403,8,873,2025-08-20T17:02:00,cash,0.0
O4200001404,9,271,2025-08-20T17:04:00,card,0.0
O4200001405,6,1115,2025-08-20T17:08:00,card,0.0
O4200001406,6,1839,2025-08-20T17:11:00,card,0.02
O4200001407,8,223,2025-08-20T17:23:00,mobile,0.0
O4200001408,9,503,2025-08-20T17:27:00,card,0.0
O4200001409,2,1154,2025-08-20T17:28:00,mobile,0.0
O4200001410,3,565,2025-08-20T17:37:00,mobile,0.0
O4200001411,6,638,2025-08-20T17:38:00,card,0.01
O4200001412,4,503,2025-08-20T17:43:00,card,0.0
O4200001413,5,378,2025-08-20T17:49:00,card,0.0
O4200001414,5,1383,2025-08-20T18:07:00,mobile,0.0
O4200001415,2,977,2025-08-20T18:10:00,card,0.02
O4200001416,2,195,2025-08-20T18:14:00,card,0.0
O4200001417,2,915,2025-08-20T18:17:00,card,0.07
O4200001418,8,607,2025-08-20T18:32:00,mobile,0.06
O4200001419,3,1785,2025-08-20T18:32:00,card,0.06
O4200001420,2,927,2025-08-20T18:32:00,mobile,0.02
O4200001421,6,583,2025-08-20T18:33:00,cash,0.09
O4200001422,4,663,2025-08-20T18:38:00,card,0.05
O4200001423,10,1925,2025-08-20T18:40:00,card,0.01
O4200001424,1,854,2025-08-20T18:41:00,card,0.0
O4200001425,5,353,2025-08-20T18:49:00,mobile,0.01
O4200001426,9,1308,2025-08-20T18:53:00,cash,0.0
O4200001427,7,914,2025-08-20T18:58:00,card,0.04
O4200001428,10,1353,2025-08-20T19:05:00,card,0.03
O4200001429,7,469,2025-08-20T19:05:00,card,0.0
O4200001430,8,971,2025-08-20T19:08:00,card,0.05
O4200001431,1,252,2025-08-20T19:10:00,card,0.0
O4200001432,4,1409,2025-08-20T19:11:00,card,0.03
O4200001433,8,378,2025-08-20T19:15:00,card,0.03
O4200001434,6,1969,2025-08-20T19:15:00,card,0.06
O4200001435,5,1046,2025-08-20T19:15:00,card,0.07
O4200001436,1,603,2025-08-20T19:16:00,card,0.08
O4200001437,9,1725,2025-08-20T19:18:00,card,0.04
O4200001438,10,929,2025-08-20T19:21:00,card,0.06
O4200001439,1,1122,2025-08-20T19:28:00,card,0.03
O4200001440,1,1479,2025-08-20T19:30:00,card,0.0
O4200001441,6,812,2025-08-20T19:30:00,card,0.0
O4200001442,8,719,2025-08-20T19:32:00,mobile,0.0
O4200001443,3,311,2025-08-20T19:35:00,cash,0.0
O4200001444,6,481,2025-08-20T19:43:00,card,0.09
O4200001445,1,841,2025-08-20T19:43:00,card,0.04
O4200001446,1,251,2025-08-20T19:43:00,card,0.04
O4200001449,8,1787,2025-08-20T20:06:00,cash,0.0
O4200001450,2,759,2025-08-20T20:09:00,cash,0.04
O4200001451,3,241,2025-08-20T20:12:00,card,0.02
O4200001452,1,1423,2025-08-20T20:22:00,card,0.04
O4200001453,1,431,2025-08-20T20:23:00,card,0.02
O4200001454,5,651,2025-08-20T20:30:00,card,0.01
O4200001455,4,973,2025-08-20T20:38:00,card,0.0
O4200001457,10,1337,2025-08-20T20:42:00,card,0.05
O4200001458,3,1837,2025-08-20T20:43:00,card,0.0
O4200001459,10,191,2025-08-20T20:43:00,card,0.01
O4200001460,4,846,2025-08-20T20:44:00,card,0.0
O4200001461,2,522,2025-08-20T20:51:00,card,0.11
O4200001462,8,958,2025-08-20T20:55:00,card,0.03
O4200001463,8,983,2025-08-20T20:58:00,card,0.0
O4200001464,8,537,2025-08-20T20:58:00,card,0.06
O4200001465,10,729,2025-08-20T21:04:00,card,0.06
O4200001466,6,536,2025-08-20T21:05:00,card,0.08
O4200001467,7,1707,2025-08-20T21:06:00,cash,0.11
O4200001468,6,1710,2025-08-20T21:09:00,card,0.01
O4200001471,1,1775,2025-08-20T21:14:00,mobile,0.0
O4200001472,3,1730,2025-08-20T21:15:00,card,0.04
O4200001473,8,970,2025-08-20T21:17:00,card,0.0
O4200001474,4,1854,2025-08-20T21:19:00,cash,0.0
O4200001475,3,1562,2025-08-20T21:19:00,card,0.0
O4200001476,2,1282,2025-08-20T21:21:00,mobile,0.04
O4200001477,4,1347,2025-08-20T21:21:00,card,0.08
O4200001478,5,1920,2025-08-20T21:23:00,card,0.12
O4200001479,6,577,2025-08-20T21:29:00,card,0.0
O4200001480,1,935,2025-08-20T21:39:00,card,0.04
O4200001481,5,603,2025-08-20T21:43:00,cash,0.0
O4200001482,4,282,2025-08-20T21:46:00,card,0.0
O4200001483,8,1481,2025-08-20T21:46:00,card,0.0
O4200001484,9,75,2025-08-20T22:02:00,card,0.0
O4200001485,2,149,2025-08-20T22:02:00,card,0.0
O4200001486,2,1926,2025-08-20T22:06:00,card,0.0
O4200001487,1,1252,2025-08-20T22:11:00,cash,0.0
O4200001488,1,59,2025-08-20T22:12:00,card,0.0
O4200001489,5,1829,2025-08-20T22:16:00,card,0.0
O4200001490,5,1123,2025-08-20T22:28:00,card,0.06
O4200001491,7,1037,2025-08-20T22:28:00,card,0.0
O4200001492,1,1327,2025-08-20T22:30:00,card,0.09
O4200001493,1,1912,2025-08-20T22:31:00,card,0.0
O4200001494,2,1759,2025-08-20T22:39:00,card,0.0
O4200001495,5,1093,2025-08-20T22:43:00,card,0.02
O4200001496,2,1825,2025-08-20T22:46:00,card,0.11
O4200001497,8,1784,2025-08-20T22:59:00,card,0.0
O4200001498,7,374,2025-08-20T23:03:00,cash,0.09
O4200001499,8,89,2025-08-20T23:08:00,mobile,0.02
O4200001500,6,634,2025-08-20T23:22:00,cash,0.0
O4200001501,10,1659,2025-08-20T23:23:00,card,0.02
O4200001502,1,493,2025-08-20T23:25:00,card,0.04
O4200001503,9,276,2025-08-20T23:25:00,card,0.04
O4200001504,10,667,2025-08-20T23:32:00,card,0.06
O4200001505,7,413,2025-08-20T23:41:00,cash,0.06
O4200001506,8,1749,2025-08-20T23:43:00,card,0.0
O4200001507,9,433,2025-08-20T23:46:00,card,0.07
O4200001508,6,686,2025-08-20T23:47:00,card,0.04
O4200001509,1,573,2025-08-20T23:49:00,card,0.06
O4200001510,2,1151,2025-08-20T23:52:00,cash,0.07
O4200001511,6,1350,2025-08-20T23:52:00,card,0.04
O4200001514,5,177,2025-08-21T00:01:00,cash,0.06
O4200001515,5,737,2025-08-21T00:12:00,card,0.1
O4200001516,8,1253,2025-08-21T00:13:00,cash,0.03
O4200001517,5,82,2025-08-21T00:13:00,card,0.0
O4200001519,2,282,2025-08-21T00:34:00,card,0.06
O4200001520,10,525,2025-08-21T00:37:00,card,0.0
O4200001521,5,521,2025-08-21T00:38:00,card,0.07
O4200001522,7,1722,2025-08-21T00:51:00,card,0.09
