order_id,line_number,product_id,qty,unit_price,extended_price
O4200001050,3,100,1,2.11,2.11
O4200001051,1,19,1,27.52,27.52
O4200001052,1,76,4,12.35,49.4
O4200001052,2,5,1,18.3,18.3
O4200001052,3,164,4,11.38,45.52
O4200001053,1,130,3,11.01,33.03
O4200001053,2,56,1,5.28,5.28
O4200001054,1,127,1,16.91,16.91
O4200001054,2,172,3,23.33,69.99
O4200001055,1,111,3,6.9,20.7
O4200001055,2,177,1,13.57,13.57
O4200001055,3,51,1,4.07,4.07
O4200001055,4,110,1,9.6,9.6
O4200001056,1,150,1,14.44,14.44
O4200001057,1,41,1,12.26,12.26
O4200001057,2,166,1,17.1,17.1
O4200001057,3,109,1,9.72,9.72
O4200001057,4,99,5,9.99,49.95
O4200001058,1,37,1,7.2,7.2
O4200001058,2,149,1,0.97,0.97
O4200001058,3,46,1,26.86,26.86
O4200001058,4,140,5,4.09,20.45
O4200001059,1,98,1,8.2,8.2
O4200001060,1,26,1,8.89,8.89
O4200001061,1,23,1,12.14,12.14
O4200001061,2,1,1,7.67,7.67
O4200001061,3,117,1,18.38,18.38
O4200001061,4,141,1,11.42,11.42
O4200001062,1,187,1,6.74,6.74
O4200001063,1,16,3,2.56,7.68
O4200001063,2,58,1,23.73,23.73
O4200001064,1,152,4,17.95,71.8
O4200001064,2,76,2,11.49,22.98
O4200001065,1,4,1,27.04,27.04
O4200001065,2,50,3,17.87,53.61
O4200001065,3,30,1,14.27,14.27
O4200001066,1,147,2,11.42,22.84
O4200001066,2,98,1,7.95,7.95
O4200001066,3,176,1,18.87,18.87
O4200001066,4,48,1,18.22,18.22
O4200001067,1,178,1,10.63,10.63
O4200001067,2,150,2,13.43,26.86
O4200001068,1,177,1,12.87,12.87
O4200001068,2,183,3,1.1,3.3
O4200001068,3,106,1,24.55,24.55
O4200001068,4,50,1,16.26,16.26
O4200001069,1,118,1,2.79,2.79
O4200001069,2,154,1,23.73,23.73
O4200001070,1,9,1,19.13,19.13
O4200001070,2,152,1,19.3,19.3
O4200001071,1,179,1,22.27,22.27
O4200001071,2,109,1,10.13,10.13
O4200001071,3,76,1,12.35,12.35
O4200001072,1,90,2,18.45,36.9
O4200001073,1,182,1,5.11,5.11
O4200001074,1,149,1,0.97,0.97
O4200001075,1,29,1,10.88,10.88
O4200001075,2,165,1,12.4,12.4
O4200001076,1,134,5,2.96,14.8
O4200001077,1,196,1,12.45,12.45
O4200001077,2,106,4,26.98,107.92
O4200001077,3,49,1,8.0,8.0
O4200001078,1,150,1,14.44,14.44
O4200001078,2,77,5,5.86,29.3
O4200001078,3,190,2,11.32,22.64
O4200001078,4,51,4,4.24,16.96
O4200001078,5,16,1,2.67,2.67
O4200001079,1,48,1,18.78,18.78
O4200001079,2,69,1,15.21,15.21
O4200001080,1,24,4,9.68,38.72
O4200001081,1,22,2,4.31,8.62
O4200001081,2,156,1,26.06,26.06
O4200001082,1,15,1,11.99,11.99
O4200001082,2,196,1,12.45,12.45
O4200001082,3,119,1,24.02,24.02
O4200001082,4,178,1,11.43,11.43
O4200001082,5,44,1,10.05,10.05
O4200001083,1,60,1,17.49,17.49
O4200001083,2,40,1,18.47,18.47
O4200001083,3,19,1,29.0,29.0
O4200001084,1,130,1,11.01,11.01
O4200001084,2,149,3,0.97,2.91
O4200001084,3,192,2,12.48,24.96
O4200001084,4,54,3,19.86,59.58
O4200001085,1,181,4,25.4,101.6
O4200001086,1,32,1,17.42,17.42
O4200001086,2,152,1,19.3,19.3
O4200001086,3,36,1,17.26,17.26
O4200001087,1,194,4,14.89,59.56
O4200001087,2,132,1,4.46,4.46
O4200001087,3,183,1,1.21,1.21
O4200001087,4,88,1,4.25,4.25
O4200001088,1,109,5,9.72,48.6
O4200001088,2,60,1,17.14,17.14
O4200001088,3,34,1,5.86,5.86
O4200001088,4,30,1,13.7,13.7
O4200001088,5,159,1,3.89,3.89
O4200001088,6,120,1,10.78,10.78
O4200001088,7,188,1,16.73,16.73
O4200001089,1,199,1,12.12,12.12
O4200001089,2,94,1,3.21,3.21
O4200001089,3,10,1,26.01,26.01
O4200001090,1,159,1,3.81,3.81
O4200001090,2,61,1,22.91,22.91
O4200001091,1,46,1,26.86,26.86
O4200001092,1,78,1,7.19,7.19
O4200001092,2,51,1,4.2,4.2
O4200001092,3,127,1,18.0,18.0
O4200001092,4,181,1,27.04,27.04
O4200001092,5,119,1,23.78,23.78
O4200001093,1,76,1,11.36,11.36
O4200001093,2,150,5,13.28,66.4
O4200001094,1,77,1,5.86,5.86
O4200001094,2,51,1,4.24,4.24
O4200001095,1,178,1,10.52,10.52
O4200001096,1,94,1,3.24,3.24
O4200001096,2,22,1,4.18,4.18
O4200001096,3,153,4,10.15,40.6
O4200001096,4,185,1,24.57,24.57
O4200001097,1,166,1,16.03,16.03
O4200001097,2,173,1,8.21,8.21
O4200001097,3,70,1,4.44,4.44
O4200001097,4,194,1,13.4,13.4
O4200001098,1,121,1,2.1,2.1
O4200001098,2,123,2,19.24,38.48
O4200001099,1,16,5,2.67,13.35
O4200001099,2,109,1,10.13,10.13
O4200001101,1,37,1,7.06,7.06
O4200001101,2,124,1,1.92,1.92
O4200001102,1,74,1,8.24,8.24
O4200001102,2,138,1,23.86,23.86
O4200001102,3,146,1,12.28,12.28
O4200001103,1,40,1,17.15,17.15
O4200001103,2,61,2,22.18,44.36
O4200001103,3,30,5,12.99,64.95
O4200001104,1,67,2,14.42,28.84
O4200001104,2,147,1,11.77,11.77
O4200001104,3,123,1,20.69,20.69
O4200001104,4,164,2,11.38,22.76
O4200001104,5,42,1,7.43,7.43
O4200001105,1,74,1,8.32,8.32
O4200001105,2,43,4,6.06,24.24
O4200001105,3,130,1,11.01,11.01
O4200001105,4,179,1,22.27,22.27
O4200001106,1,128,5,27.2,136.0
O4200001106,2,67,1,14.42,14.42
O4200001107,1,167,1,11.84,11.84
O4200001107,2,145,1,2.13,2.13
O4200001107,3,147,1,11.42,11.42
O4200001107,4,34,1,5.92,5.92
O4200001107,5,120,1,10.89,10.89
O4200001108,1,159,5,3.77,18.85
O4200001108,2,79,1,12.54,12.54
O4200001108,3,132,1,4.15,4.15
O4200001109,1,110,1,10.0,10.0
O4200001109,2,51,1,4.24,4.24
O4200001109,3,57,1,2.91,2.91
O4200001110,1,55,1,24.61,24.61
O4200001110,2,94,3,3.34,10.02
O4200001111,1,47,1,13.09,13.09
O4200001111,2,96,1,2.72,2.72
O4200001111,3,177,5,12.87,64.35
O4200001111,4,70,1,4.49,4.49
O4200001112,1,200,2,14.31,28.62
O4200001113,1,130,1,10.35,10.35
O4200001113,2,55,1,23.13,23.13
O4200001114,1,152,1,18.34,18.34
O4200001115,1,91,1,23.76,23.76
O4200001115,2,161,5,5.99,29.95
O4200001115,3,158,4,15.22,60.88
O4200001116,1,70,3,4.59,13.77
O4200001116,2,11,1,16.43,16.43
O4200001116,3,68,1,7.37,7.37
O4200001116,4,37,1,6.7,6.7
O4200001116,5,176,1,18.09,18.09
O4200001118,1,36,2,17.26,34.52
O4200001119,1,166,1,16.57,16.57
O4200001120,1,192,1,11.85,11.85
O4200001120,2,182,1,4.85,4.85
O4200001121,1,147,1,11.77,11.77
O4200001121,2,182,1,5.11,5.11
O4200001121,3,138,1,24.1,24.1
O4200001121,4,109,1,10.13,10.13
O4200001122,1,15,3,11.99,35.97
O4200001122,2,165,4,13.05,52.2
O4200001123,1,176,1,19.45,19.45
O4200001123,2,43,5,6.06,30.3
O4200001123,3,57,1,2.91,2.91
O4200001124,1,150,3,14.44,43.32
O4200001124,2,34,1,6.1,6.1
O4200001124,3,14,1,16.79,16.79
O4200001124,4,106,1,26.98,26.98
O4200001124,5,57,1,2.91,2.91
O4200001124,6,122,1,4.38,4.38
O4200001125,1,155,1,19.0,19.0
O4200001126,1,55,1,24.61,24.61
O4200001126,2,1,3,8.16,24.48
O4200001126,3,48,5,18.78,93.9
O4200001128,1,170,4,12.9,51.6
O4200001128,2,43,1,6.0,6.0
O4200001129,1,122,4,4.29,17.16
O4200001130,1,94,1,3.21,3.21
O4200001130,2,67,1,13.84,13.84
O4200001131,1,117,1,18.38,18.38
O4200001131,2,180,5,16.91,84.55
O4200001132,1,87,3,15.83,47.49
O4200001132,2,26,1,9.36,9.36
O4200001132,3,19,1,29.59,29.59
O4200001132,4,165,1,13.05,13.05
O4200001133,1,147,3,11.65,34.95
O4200001134,1,58,1,24.72,24.72
O4200001134,2,109,4,10.13,40.52
O4200001135,1,82,1,19.63,19.63
O4200001135,2,200,1,14.45,14.45
O4200001135,3,54,2,19.86,39.72
O4200001135,4,140,1,4.09,4.09
O4200001136,1,156,1,24.24,24.24
O4200001136,2,44,1,9.35,9.35
O4200001136,3,37,1,6.7,6.7
O4200001136,4,158,1,14.16,14.16
O4200001136,5,29,1,10.65,10.65
O4200001137,1,143,1,7.8,7.8
O4200001138,1,65,5,17.85,89.25
O4200001138,2,145,1,2.09,2.09
O4200001138,3,177,1,13.43,13.43
O4200001138,4,105,2,11.94,23.88
O4200001139,1,141,1,11.54,11.54
O4200001139,2,19,1,28.11,28.11
O4200001139,3,143,1,7.41,7.41
O4200001139,4,88,1,4.04,4.04
O4200001140,1,193,3,20.92,62.76
O4200001140,2,178,1,11.43,11.43
O4200001140,3,58,1,24.72,24.72
O4200001141,1,42,2,7.43,14.86
O4200001141,2,53,1,17.65,17.65
O4200001141,3,43,1,6.06,6.06
O4200001142,1,6,1,19.39,19.39
O4200001142,2,30,1,14.27,14.27
O4200001142,3,182,1,5.11,5.11
O4200001142,4,109,4,10.13,40.52
O4200001143,1,21,3,4.61,13.83
O4200001143,2,28,1,10.0,10.0
O4200001143,3,17,1,17.34,17.34
O4200001144,1,118,1,2.88,2.88
O4200001145,1,196,4,11.95,47.8
O4200001145,2,154,1,24.24,24.24
O4200001145,3,179,5,21.38,106.9
O4200001145,4,34,1,5.86,5.86
O4200001145,5,42,1,7.13,7.13
O4200001145,6,58,1,23.73,23.73
O4200001146,1,84,1,13.2,13.2
O4200001146,2,28,1,10.0,10.0
O4200001147,1,44,1,9.45,9.45
O4200001147,2,51,1,3.99,3.99
O4200001147,3,54,1,18.67,18.67
O4200001148,1,122,1,4.07,4.07
O4200001148,2,15,4,11.15,44.6
O4200001149,1,127,1,18.18,18.18
O4200001149,2,96,1,2.99,2.99
O4200001149,3,134,1,3.15,3.15
O4200001149,4,180,1,17.99,17.99
O4200001149,5,187,1,7.32,7.32
O4200001150,1,123,1,18.83,18.83
O4200001150,2,13,1,21.82,21.82
O4200001150,3,180,4,16.37,65.48
O4200001151,1,180,5,17.99,89.95
O4200001151,2,128,1,27.2,27.2
O4200001151,3,58,1,24.72,24.72
O4200001152,1,57,2,2.79,5.58
O4200001152,2,69,3,14.6,43.8
O4200001152,3,100,1,2.11,2.11
O4200001152,4,170,1,12.51,12.51
O4200001153,1,199,5,12.62,63.1
O4200001153,2,60,1,17.85,17.85
O4200001153,3,190,1,11.32,11.32
O4200001153,4,141,1,12.14,12.14
O4200001153,5,171,4,16.49,65.96
O4200001153,6,67,1,14.42,14.42
O4200001154,1,50,1,17.87,17.87
O4200001155,1,33,1,12.37,12.37
O4200001155,2,192,1,12.48,12.48
O4200001155,3,66,5,14.95,74.75
O4200001155,4,188,1,17.43,17.43
O4200001155,5,163,2,11.84,23.68
O4200001155,6,76,1,12.35,12.35
O4200001156,1,116,1,11.78,11.78
O4200001157,1,123,1,20.69,20.69
O4200001158,1,142,1,6.52,6.52
O4200001158,2,62,1,22.82,22.82
O4200001159,1,43,1,5.4,5.4
O4200001159,2,77,2,5.22,10.44
O4200001159,3,132,5,3.97,19.85
O4200001160,1,171,1,16.49,16.49
O4200001160,2,106,2,26.98,53.96
O4200001160,3,57,5,2.91,14.55
O4200001161,1,54,3,19.86,59.58
O4200001161,2,29,1,11.45,11.45
O4200001162,1,171,1,16.49,16.49
O4200001163,1,149,3,0.97,2.91
O4200001164,1,21,1,4.52,4.52
O4200001165,1,147,3,10.83,32.49
O4200001165,2,185,1,23.3,23.3
O4200001166,1,106,1,26.98,26.98
O4200001166,2,196,3,12.45,37.35
O4200001166,3,184,3,5.91,17.73
O4200001166,4,36,1,17.26,17.26
O4200001166,5,176,2,19.45,38.9
O4200001167,1,23,1,12.92,12.92
O4200001167,2,134,1,3.15,3.15
O4200001167,3,165,1,13.05,13.05
O4200001167,4,82,1,19.63,19.63
O4200001167,5,116,3,12.67,38.01
O4200001168,1,116,1,12.67,12.67
O4200001168,2,90,4,18.45,73.8
O4200001169,1,77,1,5.86,5.86
O4200001170,1,194,2,13.85,27.7
O4200001171,1,154,1,23.73,23.73
O4200001171,2,50,1,16.8,16.8
O4200001172,1,184,1,5.5,5.5
O4200001172,2,58,5,22.99,114.95
O4200001172,3,2,4,12.05,48.2
O4200001172,4,67,4,13.41,53.64
O4200001173,1,153,1,9.62,9.62
O4200001173,2,9,3,17.6,52.8
O4200001173,3,187,1,6.74,6.74
O4200001173,4,99,1,9.58,9.58
O4200001173,5,173,3,8.39,25.17
O4200001173,6,118,1,2.73,2.73
O4200001174,1,156,5,26.06,130.3
O4200001174,2,38,1,19.72,19.72
O4200001174,3,11,1,17.66,17.66
O4200001175,1,76,4,12.35,49.4
O4200001175,2,194,5,14.89,74.45
O4200001175,3,152,1,19.3,19.3
O4200001175,4,179,1,22.27,22.27
O4200001176,1,120,1,10.67,10.67
O4200001177,1,58,1,24.72,24.72
O4200001177,2,37,1,7.2,7.2
O4200001177,3,168,3,19.76,59.28
O4200001177,4,54,1,19.86,19.86
O4200001177,5,168,5,19.76,98.8
O4200001178,1,58,1,24.72,24.72
O4200001178,2,108,1,20.48,20.48
O4200001178,3,137,1,18.36,18.36
O4200001179,1,141,1,11.78,11.78
O4200001179,2,153,5,10.15,50.75
O4200001180,1,159,4,4.05,16.2
O4200001180,2,90,1,18.45,18.45
O4200001180,3,130,1,11.01,11.01
O4200001181,1,154,1,25.25,25.25
O4200001181,2,173,1,9.12,9.12
O4200001182,1,60,5,17.85,89.25
O4200001182,2,108,2,20.48,40.96
O4200001182,3,82,1,19.63,19.63
O4200001182,4,70,1,4.93,4.93
O4200001183,1,93,1,14.47,14.47
O4200001183,2,23,2,12.02,24.04
O4200001184,1,70,2,4.93,9.86
O4200001184,2,171,5,16.49,82.45
O4200001184,3,149,1,0.97,0.97
O4200001185,1,26,3,9.36,28.08
O4200001185,2,44,1,10.05,10.05
O4200001185,3,3,1,25.51,25.51
O4200001185,4,167,1,12.21,12.21
O4200001186,1,74,1,7.99,7.99
O4200001187,1,166,1,17.46,17.46
O4200001187,2,199,4,12.37,49.48
O4200001187,3,68,1,7.77,7.77
O4200001187,4,134,1,3.09,3.09
O4200001188,1,143,3,7.33,21.99
O4200001188,2,74,5,7.82,39.1
O4200001189,1,58,1,22.5,22.5
O4200001189,2,130,1,10.02,10.02
O4200001191,1,70,5,4.93,24.65
O4200001191,2,182,2,5.11,10.22
O4200001191,3,33,1,12.37,12.37
O4200001191,4,171,4,16.49,65.96
O4200001192,1,149,1,0.97,0.97
O4200001192,2,165,1,13.05,13.05
O4200001192,3,139,1,5.78,5.78
O4200001193,1,120,1,10.67,10.67
O4200001193,2,82,2,18.65,37.3
O4200001193,3,132,1,4.24,4.24
O4200001194,1,22,2,4.14,8.28
O4200001194,2,50,1,17.16,17.16
O4200001195,1,158,1,14.46,14.46
O4200001195,2,139,1,5.49,5.49
O4200001196,1,61,1,24.37,24.37
O4200001197,1,142,1,6.52,6.52
O4200001197,2,176,1,19.45,19.45
O4200001197,3,95,3,21.73,65.19
O4200001197,4,61,1,24.37,24.37
O4200001198,1,155,1,19.0,19.0
O4200001199,1,148,1,2.49,2.49
O4200001199,2,48,1,18.78,18.78
O4200001200,1,123,1,20.69,20.69
O4200001200,2,66,1,14.95,14.95
O4200001200,3,179,1,22.27,22.27
O4200001200,4,69,1,15.21,15.21
O4200001201,1,183,1,1.21,1.21
O4200001201,2,91,1,23.76,23.76
O4200001201,3,172,1,25.09,25.09
O4200001201,4,61,1,24.37,24.37
O4200001202,1,184,1,5.67,5.67
O4200001202,2,184,1,5.67,5.67
O4200001203,1,54,1,19.86,19.86
O4200001203,2,121,1,2.26,2.26
O4200001203,3,176,1,19.45,19.45
O4200001204,1,3,1,25.51,25.51
O4200001204,2,187,1,7.32,7.32
O4200001205,1,49,1,7.36,7.36
O4200001205,2,9,1,17.6,17.6
O4200001206,1,54,1,19.46,19.46
O4200001207,1,65,4,18.79,75.16
O4200001207,2,185,3,25.33,75.99
O4200001208,1,35,1,13.69,13.69
O4200001208,2,200,1,14.31,14.31
O4200001208,3,148,4,2.47,9.88
O4200001208,4,41,4,12.64,50.56
O4200001209,1,194,2,14.15,28.3
O4200001209,2,18,1,7.32,7.32
O4200001209,3,61,2,23.15,46.3
O4200001209,4,17,1,16.47,16.47
O4200001209,5,37,1,6.84,6.84
O4200001210,1,28,1,9.4,9.4
O4200001210,2,183,3,1.14,3.42
O4200001210,3,51,3,3.99,11.97
O4200001210,4,122,1,4.12,4.12
O4200001211,1,192,1,12.48,12.48
O4200001211,2,15,1,11.99,11.99
O4200001212,1,34,1,6.1,6.1
O4200001213,1,176,1,19.45,19.45
O4200001213,2,87,1,15.83,15.83
O4200001213,3,135,1,2.58,2.58
O4200001214,1,80,5,22.51,112.55
O4200001214,2,84,2,12.94,25.88
O4200001215,1,150,1,13.86,13.86
O4200001216,1,158,1,15.22,15.22
O4200001216,2,44,1,10.05,10.05
O4200001216,3,110,1,10.0,10.0
O4200001216,4,70,1,4.93,4.93
O4200001216,5,89,5,16.12,80.6
O4200001216,6,82,1,19.63,19.63
O4200001216,7,33,1,12.37,12.37
O4200001217,1,15,1,11.03,11.03
O4200001217,2,159,1,3.73,3.73
O4200001217,3,134,1,2.9,2.9
O4200001218,1,190,1,10.64,10.64
O4200001219,1,172,5,24.34,121.7
O4200001219,2,10,1,26.28,26.28
O4200001219,3,51,1,4.11,4.11
O4200001220,1,132,2,4.46,8.92
O4200001220,2,68,1,7.93,7.93
O4200001220,3,23,1,12.92,12.92
O4200001221,1,48,1,17.28,17.28
O4200001221,2,114,5,8.78,43.9
O4200001221,3,90,2,16.97,33.94
O4200001221,4,148,1,2.29,2.29
O4200001222,1,66,4,14.95,59.8
O4200001222,2,185,1,25.33,25.33
O4200001222,3,131,1,5.47,5.47
O4200001222,4,172,1,25.09,25.09
O4200001223,1,87,1,15.67,15.67
O4200001224,1,30,1,14.27,14.27
O4200001225,1,41,1,12.77,12.77
O4200001225,2,70,1,4.93,4.93
O4200001226,1,58,1,24.72,24.72
O4200001226,2,125,1,25.86,25.86
O4200001227,1,27,2,22.23,44.46
O4200001227,2,62,5,22.14,110.7
O4200001228,1,194,1,14.89,14.89
O4200001228,2,21,4,4.61,18.44
O4200001228,3,150,1,14.44,14.44
O4200001228,4,176,2,19.45,38.9
O4200001228,5,35,1,13.83,13.83
O4200001229,1,146,1,12.03,12.03
O4200001229,2,81,1,3.81,3.81
O4200001229,3,120,1,10.89,10.89
O4200001229,4,200,1,14.02,14.02
O4200001230,1,173,1,8.57,8.57
O4200001231,1,194,4,13.25,53.0
O4200001232,1,58,1,22.99,22.99
O4200001233,1,194,1,14.89,14.89
O4200001233,2,149,1,0.97,0.97
O4200001233,3,5,1,18.3,18.3
O4200001234,1,116,4,11.53,46.12
O4200001235,1,188,1,17.43,17.43
O4200001235,2,43,1,6.06,6.06
O4200001235,3,196,1,12.45,12.45
O4200001235,4,77,1,5.86,5.86
O4200001237,1,70,1,4.88,4.88
O4200001237,2,141,3,12.02,36.06
O4200001238,1,88,1,4.25,4.25
O4200001239,1,159,1,4.05,4.05
O4200001240,1,184,1,5.73,5.73
O4200001241,1,87,1,14.09,14.09
O4200001241,2,76,1,10.99,10.99
O4200001242,1,194,4,14.89,59.56
O4200001242,2,143,1,7.8,7.8
O4200001242,3,48,5,18.78,93.9
O4200001242,4,183,1,1.21,1.21
O4200001243,1,37,3,6.98,20.94
O4200001244,1,20,1,9.29,9.29
O4200001244,2,135,2,2.48,4.96
O4200001245,1,1,1,7.34,7.34
O4200001245,2,88,1,3.83,3.83
O4200001245,3,54,1,17.87,17.87
O4200001245,4,43,1,5.46,5.46
O4200001245,5,104,1,20.72,20.72
O4200001246,1,134,1,2.96,2.96
O4200001246,2,162,1,10.79,10.79
O4200001246,3,165,4,12.27,49.08
O4200001246,4,88,1,3.99,3.99
O4200001246,5,110,1,9.4,9.4
O4200001247,1,141,2,11.42,22.84
O4200001247,2,91,5,22.33,111.65
O4200001249,1,110,1,9.2,9.2
O4200001249,2,190,2,10.41,20.82
O4200001250,1,192,1,12.48,12.48
O4200001250,2,36,5,17.26,86.3
O4200001250,3,112,1,18.92,18.92
O4200001251,1,188,3,13.6,40.8
O4200001251,2,130,1,11.01,11.01
O4200001251,3,21,1,4.61,4.61
O4200001251,4,91,4,23.76,95.04
O4200001251,5,87,4,15.83,63.32
O4200001253,1,50,1,16.62,16.62
O4200001253,2,16,4,2.48,9.92
O4200001253,3,110,1,9.3,9.3
O4200001254,1,150,1,13.86,13.86
O4200001254,2,123,1,19.86,19.86
O4200001254,3,28,1,9.6,9.6
O4200001254,4,182,4,4.91,19.64
O4200001254,5,3,1,24.49,24.49
O4200001255,1,52,1,7.71,7.71
O4200001255,2,146,1,12.03,12.03
O4200001255,3,141,1,11.78,11.78
O4200001255,4,70,4,4.78,19.12
O4200001256,1,91,1,23.76,23.76
O4200001256,2,78,1,7.27,7.27
O4200001256,3,1,4,8.16,32.64
O4200001256,4,65,1,18.79,18.79
O4200001257,1,190,1,10.75,10.75
O4200001257,2,187,5,6.96,34.8
O4200001258,1,171,1,16.49,16.49
O4200001258,2,33,1,12.37,12.37
O4200001258,3,37,2,7.2,14.4
O4200001259,1,33,1,11.88,11.88
O4200001259,2,198,2,22.93,45.86
O4200001259,3,162,1,11.02,11.02
O4200001259,4,21,1,4.42,4.42
O4200001259,5,118,1,2.85,2.85
O4200001259,6,43,1,5.82,5.82
O4200001259,7,58,1,23.73,23.73
O4200001260,1,122,1,4.38,4.38
O4200001260,2,196,1,12.45,12.45
O4200001260,3,173,1,9.12,9.12
O4200001261,1,109,1,9.93,9.93
O4200001261,2,175,4,19.35,77.4
O4200001261,3,90,1,18.08,18.08
O4200001261,4,188,1,13.32,13.32
O4200001261,5,183,1,1.19,1.19
O4200001262,1,176,1,19.45,19.45
O4200001262,2,116,3,12.67,38.01
O4200001262,3,56,1,5.28,5.28
O4200001262,4,176,2,19.45,38.9
O4200001262,5,112,1,18.92,18.92
O4200001262,6,98,1,8.2,8.2
O4200001262,7,35,1,13.83,13.83
O4200001263,1,42,4,7.43,29.72
O4200001264,1,66,1,14.05,14.05
O4200001264,2,47,1,13.52,13.52
O4200001265,1,74,5,8.32,41.6
O4200001266,1,78,4,7.27,29.08
O4200001266,2,26,4,9.36,37.44
O4200001266,3,29,1,11.45,11.45
O4200001267,1,180,2,17.99,35.98
O4200001267,2,152,2,19.3,38.6
O4200001267,3,99,5,10.41,52.05
O4200001268,1,76,1,12.35,12.35
O4200001268,2,182,1,5.11,5.11
O4200001268,3,66,1,14.95,14.95
O4200001268,4,134,1,3.15,3.15
O4200001268,5,156,1,26.06,26.06
O4200001269,1,70,3,4.93,14.79
O4200001269,2,96,1,2.99,2.99
O4200001269,3,190,4,11.32,45.28
O4200001269,4,118,2,2.97,5.94
O4200001269,5,20,1,9.68,9.68
O4200001269,6,109,4,10.13,40.52
O4200001270,1,48,3,17.65,52.95
O4200001270,2,88,1,3.99,3.99
O4200001270,3,86,2,20.71,41.42
O4200001270,4,13,1,22.54,22.54
O4200001271,1,149,4,0.9,3.6
O4200001271,2,1,2,7.59,15.18
O4200001271,3,178,1,10.63,10.63
O4200001271,4,98,3,7.62,22.86
O4200001271,5,147,1,10.95,10.95
O4200001271,6,4,1,25.15,25.15
O4200001272,1,54,3,18.07,54.21
O4200001272,2,188,1,12.37,12.37
O4200001272,3,148,1,1.59,1.59
O4200001273,1,33,1,11.75,11.75
O4200001273,2,149,1,0.92,0.92
O4200001274,1,42,2,7.43,14.86
O4200001274,2,111,1,7.19,7.19
O4200001274,3,88,1,4.25,4.25
O4200001275,1,200,1,13.73,13.73
O4200001275,2,200,1,13.73,13.73
O4200001276,1,176,1,19.45,19.45
O4200001276,2,57,1,2.91,2.91
O4200001276,3,43,1,6.06,6.06
O4200001277,1,16,5,2.54,12.7
O4200001277,2,51,1,4.03,4.03
O4200001277,3,173,1,8.67,8.67
O4200001277,4,96,1,2.84,2.84
O4200001277,5,81,3,3.73,11.19
O4200001278,1,116,3,12.67,38.01
O4200001278,2,191,5,16.24,81.2
O4200001278,3,32,1,17.42,17.42
O4200001278,4,32,3,17.42,52.26
O4200001278,5,18,1,5.86,5.86
O4200001278,6,124,5,1.96,9.8
O4200001278,7,44,1,10.05,10.05
O4200001279,1,134,1,3.15,3.15
O4200001279,2,191,1,16.24,16.24
O4200001279,3,74,1,8.32,8.32
O4200001279,4,129,1,25.66,25.66
O4200001280,1,180,3,17.27,51.81
O4200001281,1,76,1,10.87,10.87
O4200001281,2,170,1,11.47,11.47
O4200001282,1,98,1,7.95,7.95
O4200001283,1,23,3,12.02,36.06
O4200001283,2,123,1,19.24,19.24
O4200001284,1,50,1,17.87,17.87
O4200001284,2,152,5,19.3,96.5
O4200001285,1,43,1,6.06,6.06
O4200001285,2,154,5,25.25,126.25
O4200001286,1,134,1,2.99,2.99
O4200001287,1,57,1,2.91,2.91
O4200001287,2,94,1,3.34,3.34
O4200001287,3,124,1,1.96,1.96
O4200001287,4,158,2,15.22,30.44
O4200001288,1,168,1,19.76,19.76
O4200001288,2,43,1,6.06,6.06
O4200001288,3,70,1,4.93,4.93
O4200001288,4,92,1,7.97,7.97
O4200001288,5,90,4,18.45,73.8
O4200001288,6,86,1,22.03,22.03
O4200001288,7,177,1,14.14,14.14
O4200001289,1,147,1,11.77,11.77
O4200001289,2,121,1,2.26,2.26
O4200001289,3,94,1,3.34,3.34
O4200001290,1,190,1,10.07,10.07
O4200001290,2,161,1,5.33,5.33
O4200001290,3,94,1,2.98,2.98
O4200001290,4,171,1,14.68,14.68
O4200001291,1,171,1,16.49,16.49
O4200001291,2,26,1,9.36,9.36
O4200001291,3,197,1,12.27,12.27
O4200001292,1,78,1,7.27,7.27
O4200001293,1,180,1,17.99,17.99
O4200001293,2,102,5,7.29,36.45
O4200001294,1,173,1,8.57,8.57
O4200001294,2,20,3,9.1,27.3
O4200001295,1,65,1,18.79,18.79
O4200001296,1,52,1,7.95,7.95
O4200001296,2,194,1,14.89,14.89
O4200001296,3,61,1,24.37,24.37
O4200001297,1,79,1,13.48,13.48
O4200001297,2,28,1,10.0,10.0
O4200001297,3,124,1,1.96,1.96
O4200001297,4,168,1,19.76,19.76
O4200001297,5,94,1,3.34,3.34
O4200001297,6,160,3,19.52,58.56
O4200001298,1,130,1,11.01,11.01
O4200001298,2,36,1,17.26,17.26
O4200001298,3,145,1,2.2,2.2
O4200001298,4,121,4,2.26,9.04
O4200001299,1,170,1,13.03,13.03
O4200001300,1,4,3,27.04,81.12
O4200001300,2,105,1,12.56,12.56
O4200001300,3,96,1,2.99,2.99
O4200001300,4,191,1,16.24,16.24
O4200001300,5,109,1,10.13,10.13
O4200001300,6,149,1,0.97,0.97
O4200001301,1,150,1,14.44,14.44
O4200001301,2,70,3,4.93,14.79
O4200001301,3,92,1,7.97,7.97
O4200001302,1,95,1,20.86,20.86
O4200001302,2,176,1,18.67,18.67
O4200001302,3,103,2,7.68,15.36
O4200001303,1,44,1,10.05,10.05
O4200001303,2,66,1,14.95,14.95
O4200001304,1,173,4,8.67,34.68
O4200001305,1,5,1,17.02,17.02
O4200001306,1,9,1,19.13,19.13
